-1236.66 -902.27 -821.82
-1666.18 -1307.96 -1150.58
-1483.96 -1144.65 -999.01
-1174.72 -1320.23 -1748.09
-1216.53 -1913.55 -1230.64
-1211.92 -1918.27 -1229.89
-1165.43 -1318.65 -1790.76
-1110.15 -1254.85 -1715.77
-1178.72 -1343.74 -1798.78
-1174.28 -1344.69 -1794.71
-1173.72 -1327.31 -1795.45
-1224.93 -1912.11 -1253.41
-1218.89 -1946.48 -1239.25
-1198.05 -1918.65 -1208.55
-1222.97 -1918.53 -1254.21
-1209.63 -1938.09 -1238.74
-1253.15 -1916.82 -1258.81
-1235.22 -1800.09 -1225.94
-1716.23 -1327.57 -1197.00
-1210.28 -1943.28 -1230.25
-1718.11 -1329.09 -1201.79
