65.84 137.34 185.67
49.63 165.70 200.96
64.99 144.29 189.22
83.34 149.11 146.68
83.34 149.11 146.68
79.52 150.64 152.74
79.52 150.64 152.74
49.39 167.47 201.58
49.39 167.47 201.58
40.00 176.57 211.52
24.54 221.47 253.15
27.85 207.76 237.33
24.94 220.76 252.74
24.48 219.91 254.93
21.95 222.71 254.39
70.03 142.62 183.39
74.50 130.83 180.61
65.43 144.16 187.68
76.00 137.03 177.05
74.72 154.46 163.89
74.72 154.46 163.89
70.99 129.43 118.06
70.99 129.43 118.06
70.99 129.43 118.06
72.81 119.76 183.09
72.81 119.76 183.09
72.81 119.76 183.09
