50.86 9.83 137.47 177.96
3.85 43.99 169.87 143.09
4.79 56.77 179.16 103.66
67.36 2.48 158.02 190.51
25.60 78.23 202.58 38.15
25.50 78.10 194.87 37.80
22.17 75.59 197.46 44.83
2.65 46.00 166.79 154.40
2.94 46.71 166.99 155.16
33.69 20.44 141.91 174.67
121.79 95.41 -21.24 223.02
24.17 76.51 199.08 38.37
30.94 73.01 198.31 30.55
30.94 73.01 198.31 30.55
110.59 76.40 10.61 225.97
3.94 44.07 171.49 146.74
4.33 40.97 169.65 156.02
44.42 11.13 138.69 177.65
94.92 -7.20 172.89 199.97
95.22 -5.65 174.34 201.31
-2.97 47.12 170.02 145.80
2.79 68.97 182.26 90.07
129.49 97.59 -21.63 237.18
135.26 99.44 -36.07 236.13
133.07 102.01 -24.58 227.66
6.06 45.72 159.81 156.11
45.43 15.70 141.53 175.27
23.34 76.50 190.74 38.62
3.15 45.25 171.37 147.76
116.83 83.41 5.52 223.25
6.52 50.65 162.88 150.74
6.86 50.77 162.31 150.64
132.69 97.13 -18.10 236.51
56.53 5.88 137.65 179.06
131.30 98.15 -19.31 239.25
27.19 79.45 192.57 24.27
71.45 1.72 159.75 196.54
65.03 29.71 36.24 141.75
56.22 17.13 58.16 136.34
39.74 81.01 199.30 30.16
38.40 85.68 204.67 14.32
38.40 85.68 204.67 14.32
112.30 81.20 -8.23 211.82
129.06 96.25 -19.53 223.15
83.86 3.50 143.98 194.11
124.79 99.77 -21.33 230.81
82.11 -0.41 151.56 194.01
37.74 85.18 203.61 12.11
