-1862.65 -1754.48 -1882.68 -1699.72 -1567.76 -1862.65 -1901.92 -1849.98
-1929.87 -1797.75 -1945.51 -1746.93 -1604.91 -1905.39 -1869.54 -1901.95
-1843.33 -1731.99 -1957.77 -1770.41 -1559.61 -1861.55 -1817.51 -1887.73
-1893.89 -1845.64 -1922.93 -1729.03 -1590.96 -1880.17 -1853.90 -1878.03
-1888.30 -1841.92 -1914.99 -1723.69 -1586.64 -1873.83 -1847.25 -1871.70
-1891.84 -1844.25 -1919.09 -1726.57 -1588.97 -1877.01 -1850.63 -1875.39
-1931.30 -1805.28 -1958.26 -1755.18 -1611.61 -1919.46 -1873.75 -1913.23
-1921.27 -1797.43 -1944.84 -1744.25 -1602.93 -1908.03 -1870.14 -1899.49
-1843.67 -1739.88 -2012.14 -1759.56 -1559.09 -1868.04 -1805.03 -1897.50
-1847.24 -1743.09 -2016.86 -1762.45 -1561.42 -1871.72 -1808.87 -1901.21
-1905.97 -1794.77 -1942.05 -1746.25 -1632.51 -1898.37 -1864.02 -1891.14
-1905.97 -1794.77 -1942.05 -1746.25 -1632.51 -1898.37 -1864.02 -1891.14
-1905.97 -1794.77 -1942.05 -1746.25 -1632.51 -1898.37 -1864.02 -1891.14
-1905.97 -1794.77 -1942.05 -1746.25 -1632.51 -1898.37 -1864.02 -1891.14
-1911.91 -1777.21 -1915.68 -1728.69 -1588.81 -1881.51 -1850.75 -1879.33
-1849.21 -1742.03 -2012.67 -1758.91 -1563.32 -1874.87 -1805.69 -1902.86
-1869.00 -1754.19 -1919.27 -1733.32 -1574.43 -1913.77 -1856.42 -1886.66
-1832.53 -1725.81 -1924.76 -1729.82 -1545.25 -1857.91 -1815.12 -1907.23
-1597.06 -1509.16 -1689.04 -1511.83 -1342.25 -1614.51 -1579.07 -1665.12
-1806.55 -1693.21 -1855.59 -1682.34 -1532.59 -1924.06 -1777.06 -1827.52
-1803.97 -1835.85 -1820.66 -1659.55 -1526.91 -1786.34 -1780.86 -1795.59
-1806.02 -1835.17 -1820.74 -1658.29 -1528.95 -1787.82 -1776.67 -1797.55
-1806.16 -1837.33 -1823.83 -1662.04 -1529.02 -1788.38 -1777.49 -1798.31
-1930.60 -1809.68 -1956.86 -1754.60 -1609.68 -1917.42 -1884.71 -1912.31
-1889.24 -1772.49 -2004.24 -1782.81 -1588.59 -1913.13 -1850.89 -1949.56
-1755.73 -1665.78 -1741.93 -1611.36 -1492.40 -1749.91 -1904.00 -1742.41
-1852.98 -1746.30 -2013.24 -1764.13 -1565.49 -1877.75 -1809.98 -1907.21
-1842.59 -1736.71 -2004.80 -1755.58 -1560.09 -1869.68 -1797.76 -1895.39
-1896.22 -1782.68 -2009.71 -1788.86 -1594.76 -1919.73 -1849.78 -1953.51
-1889.94 -1777.67 -2004.96 -1783.73 -1590.58 -1913.16 -1843.78 -1947.93
-1922.18 -1792.72 -1934.30 -1739.28 -1596.93 -1896.99 -1859.95 -1896.87
-1921.68 -1789.97 -1930.83 -1738.18 -1596.50 -1893.61 -1866.00 -1891.29
-1831.65 -1731.17 -1997.12 -1750.25 -1551.19 -1858.41 -1794.08 -1889.17
-1810.52 -1712.72 -1965.02 -1728.64 -1533.71 -1835.93 -1782.13 -1869.92
-1836.45 -1741.51 -1990.04 -1752.72 -1555.15 -1861.76 -1811.26 -1893.52
-1849.32 -1742.63 -1946.56 -1749.77 -1562.95 -1869.83 -1803.20 -1918.03
-1884.90 -1771.84 -2001.68 -1778.84 -1586.68 -1906.84 -1840.91 -1944.94
