-1955.05 -1895.54 -1826.04 -1788.42 -1990.91
-2082.89 -2040.89 -1933.10 -1919.03 -1949.89
-1961.57 -2023.65 -2043.57 -1886.22 -1865.16
-1943.44 -2013.56 -2033.63 -1878.91 -1854.82
-1951.38 -2019.37 -2029.83 -1875.32 -1858.72
-2064.62 -2028.41 -1929.09 -1915.92 -1935.89
-1997.03 -1936.00 -1848.21 -1831.49 -1998.30
-1952.03 -1896.97 -1820.36 -1796.41 -1982.33
-1931.52 -1876.75 -1810.62 -1777.57 -1968.51
-1931.52 -1876.75 -1810.62 -1777.57 -1968.51
-2046.70 -1985.60 -1895.46 -1871.75 -2027.38
-2038.23 -1977.57 -1887.47 -1864.07 -2021.40
-2000.77 -1941.11 -1863.46 -1828.14 -1997.72
-2025.59 -1963.08 -1874.79 -1851.88 -2013.47
-2041.59 -1993.82 -1895.40 -1882.15 -1911.58
-1977.51 -2007.96 -1914.02 -2024.76 -1862.06
-1977.49 -2009.03 -1917.18 -2030.28 -1856.59
-1892.77 -1925.39 -1844.24 -2017.71 -1799.21
-1854.93 -1885.27 -1813.60 -1978.10 -1762.49
-1839.68 -1865.72 -1799.34 -1991.97 -1758.36
-1969.18 -2036.61 -2052.33 -1894.19 -1871.44
-1893.75 -1971.47 -2004.20 -1842.83 -1812.34
-1955.40 -2022.79 -2040.32 -1882.21 -1859.65
-1919.92 -1950.20 -1869.18 -2036.76 -1820.96
-1816.28 -1852.97 -1776.68 -1994.92 -1726.65
-1849.06 -1874.45 -1798.80 -1999.43 -1756.69
-1943.10 -2011.87 -2039.94 -1871.19 -1850.37
-1937.35 -2004.19 -2017.96 -1871.20 -1843.18
-1937.35 -2004.19 -2017.96 -1871.20 -1843.18
-1865.29 -1902.63 -1825.99 -1968.40 -1770.88
-2031.41 -1977.09 -1879.40 -1859.52 -2019.07
-2065.13 -2023.39 -1920.42 -1905.19 -1926.23
-2062.30 -2017.26 -1919.19 -1908.50 -1924.85
-2081.26 -2035.27 -1929.72 -1913.95 -1947.17
-2053.44 -1997.15 -1901.59 -1889.93 -1958.93
-2064.78 -2060.10 -1952.78 -1939.70 -1931.98
-2064.78 -2060.10 -1952.78 -1939.70 -1931.98
-2064.78 -2060.10 -1952.78 -1939.70 -1931.98
-1989.00 -1938.15 -1852.48 -1825.98 -1987.84
-1237.36 -1272.48 -1195.71 -1285.23 -1165.88
-1950.62 -2020.32 -2039.50 -1877.75 -1860.23
-1973.26 -2035.22 -2038.84 -1897.32 -1872.31
-2068.77 -2057.70 -1963.50 -1940.36 -1944.37
-2068.77 -2057.70 -1963.50 -1940.36 -1944.37
-2080.00 -2018.08 -1922.75 -1905.21 -1995.52
-2062.74 -2062.08 -1949.42 -1933.85 -1929.03
-2062.74 -2062.08 -1949.42 -1933.85 -1929.03
-1825.62 -1855.17 -1779.54 -1991.27 -1739.99
-2072.90 -2027.53 -1921.66 -1908.16 -1939.34
-2057.10 -2059.10 -1945.27 -1930.00 -1925.78
-2057.10 -2059.10 -1945.27 -1930.00 -1925.78
-1846.73 -1877.21 -1806.93 -1972.62 -1756.12
-2077.61 -2047.11 -1940.81 -1931.13 -1942.20
-2017.94 -1959.91 -1870.51 -1847.90 -2013.14
-1939.38 -2008.27 -2037.26 -1868.48 -1847.27
-1951.35 -2021.09 -2013.89 -1878.67 -1851.77
-1951.35 -2021.09 -2013.89 -1878.67 -1851.77
-1951.35 -2021.09 -2013.89 -1878.67 -1851.77
-1951.35 -2021.09 -2013.89 -1878.67 -1851.77
-1951.35 -2021.09 -2013.89 -1878.67 -1851.77
-1951.35 -2021.09 -2013.89 -1878.67 -1851.77
-1965.83 -2035.58 -2016.18 -1903.00 -1863.78
