150.22 18.75 295.58 76.74
147.95 9.13 290.42 95.70
150.62 11.68 291.65 91.49
99.26 143.53 36.78 151.48
138.94 26.52 272.47 66.20
134.60 23.08 278.31 64.78
100.45 131.80 35.11 151.52
101.22 134.39 35.83 154.99
95.06 145.98 32.97 150.39
100.82 135.94 33.49 151.80
154.91 93.83 282.07 6.29
62.93 81.70 218.39 91.22
153.41 81.57 295.99 14.97
152.49 79.05 293.23 14.58
155.06 79.90 296.62 17.24
147.05 21.44 288.30 76.85
152.71 18.16 296.42 77.85
66.37 81.86 205.55 93.44
68.53 76.83 204.36 92.65
148.78 12.41 285.14 94.78
147.45 71.49 289.13 20.80
147.45 71.49 289.13 20.80
145.54 71.54 284.08 16.51
139.08 63.28 281.46 25.25
148.70 19.93 293.43 75.09
137.26 27.58 285.76 60.32
98.88 137.92 51.78 151.57
139.10 20.96 280.23 75.03
51.12 83.47 201.78 97.73
138.68 66.06 284.03 21.77
60.04 81.61 217.41 89.95
73.24 69.43 223.82 73.37
73.24 69.43 223.82 73.37
61.72 81.52 217.10 83.69
66.45 82.69 220.48 84.78
145.51 68.92 288.38 22.40
69.90 89.10 18.39 98.94
69.53 66.59 221.22 74.22
40.73 109.25 183.67 117.24
40.59 109.47 183.91 117.46
83.33 114.25 102.33 131.05
83.33 114.25 102.33 131.05
142.69 70.09 284.70 20.83
98.79 139.83 45.38 155.45
98.79 139.83 45.38 155.45
98.20 138.87 47.81 152.11
150.21 81.78 291.21 13.45
148.68 12.66 292.13 93.59
