0	2.3.4.1
1	2.3.4.2
2	2.3.4.3
3	2.3.4
4	2.3.4-like

1	A/Fujian/1/2007_{2.3.4}
2	A/Guangdong/1/2006_{2.3.4}
3	A/Guangxi/1/2005_{2.3.4}
4	A/Hunan/1/2009.2_{2.3.4.1}
5	A/Hunan/1/2009_{2.3.4.1}
6	A/Hunan/2/2009_{2.3.4.1}
7	A/Muscovy_duck/Vietnam/39/2007_{2.3.4.2}
8	A/Vietnam/HN31432M/2008_{2.3.4.2}
9	A/Vietnam/UT31413II/2008_{2.3.4.3}
10	A/avian/Vietnam/NCVD-132/2008_{2.3.4.3}
11	A/avian/Vietnam/NCVD-133/2008_{2.3.4.3}
12	A/chicken/Hong_Kong/AP156/2009_{2.3.4}
13	A/chicken/Lang-Son/200/2005_{2.3.4}
14	A/chicken/Lao/LH2/2010_{2.3.4.1}
15	A/chicken/Laos/A0464/2007_{2.3.4}
16	A/chicken/Ninh_Binh/209/2005_{2.3.4}
17	A/chicken/Vietnam/NCVD-008/2008_{2.3.4-like}
18	A/chicken/Vietnam/NCVD-025/2008_{2.3.4.3}
19	A/chicken/Vietnam/NCVD-026/2008_{2.3.4.3}
20	A/chicken/Vietnam/NCVD-033/2008_{2.3.4.3}
21	A/chicken/Vietnam/NCVD-035/2008_{2.3.4.2}
22	A/chicken/Vietnam/NCVD-081/2008_{2.3.4.2}
23	A/chicken/Vietnam/NCVD-083/2008_{2.3.4.2}
24	A/chicken/Vietnam/NCVD-084/2008_{2.3.4.3}
25	A/chicken/Vietnam/NCVD-086/2008_{2.3.4.3}
26	A/chicken/Vietnam/NCVD-103/2007_{2.3.4.2}
27	A/chicken/Vietnam/NCVD-20/2007_{2.3.4.3}
28	A/chicken/Vietnam/NCVD-279/2009_{2.3.4.3}
29	A/chicken/Vietnam/NCVD-281/2009_{2.3.4.2}
30	A/chicken/Vietnam/NCVD-282/2009_{2.3.4.2}
31	A/chicken/Vietnam/NCVD-288/2009_{2.3.4.1}
32	A/chicken/Vietnam/NCVD-290/2009_{2.3.4.1}
33	A/chicken/Vietnam/NCVD-292/2009_{2.3.4.1}
34	A/chicken/Vietnam/NCVD-381/2009_{2.3.4.2}
35	A/chicken/Vietnam/NCVD-382/2009.2_{2.3.4-like}
36	A/chicken/Vietnam/NCVD-382/2009_{2.3.4-like}
37	A/chicken/Vietnam/NCVD-383/2009_{2.3.4.2}
38	A/chicken/Vietnam/NCVD-392/2009_{2.3.4.2}
39	A/chicken/Vietnam/NCVD-394/2010_{2.3.4.2}
40	A/chicken/Vietnam/NCVD-400/2010_{2.3.4.1}
41	A/chicken/Vietnam/NCVD-404/2010_{2.3.4.1}
42	A/chicken/Vietnam/NCVD-44/2007_{2.3.4.2}
