-1772.29 -1926.69 -1610.75
-1761.84 -1879.96 -1579.77
-1769.45 -1915.28 -1605.09
-1720.39 -1870.00 -1628.35
-1699.59 -1890.51 -1555.58
-1480.92 -1650.49 -1352.70
-1772.29 -1926.69 -1610.75
-1772.29 -1926.69 -1610.75
-1761.84 -1879.96 -1579.77
-1769.45 -1915.28 -1605.09
-1760.43 -1925.81 -1604.58
-1760.43 -1925.81 -1604.58
-1772.27 -1926.68 -1610.72
-1769.49 -1920.37 -1606.93
-1769.49 -1920.37 -1606.93
-1761.81 -1879.94 -1579.74
-1769.41 -1915.25 -1605.06
-1722.05 -1911.82 -1574.81
-1705.18 -1907.53 -1560.57
-1757.67 -1919.99 -1602.22
-1757.67 -1919.99 -1602.22
-1720.39 -1870.00 -1628.35
-1720.39 -1870.00 -1628.35
-1720.39 -1870.00 -1628.35
-1747.35 -1900.98 -1616.88
-1747.35 -1900.98 -1616.88
-1747.35 -1900.98 -1616.88
-1747.35 -1900.98 -1616.88
-1718.03 -1868.21 -1627.85
-1718.03 -1868.21 -1627.85
-1718.03 -1868.21 -1627.85
-1718.03 -1868.21 -1627.85
-1707.48 -1905.28 -1563.87
-1763.00 -1930.15 -1606.73
-1763.00 -1930.15 -1606.73
-1752.15 -1917.41 -1597.91
