126.03 106.29 477.17 26.82 96.68
125.16 111.75 480.18 26.39 97.09
125.98 106.14 472.94 25.84 94.57
131.48 116.98 487.72 108.10 11.39
139.33 121.65 493.86 103.69 6.40
124.18 110.07 485.37 31.54 98.96
135.33 119.66 489.30 106.08 9.54
-4.94 126.07 395.69 173.57 191.32
-5.76 184.14 567.04 250.33 265.74
-3.03 171.46 559.10 238.13 255.51
63.82 82.81 532.68 134.40 143.44
73.65 80.12 519.46 119.38 132.58
43.49 86.96 531.78 165.97 179.28
68.94 81.30 527.39 128.51 134.50
68.94 81.30 527.39 128.51 134.50
43.25 87.12 531.08 165.78 179.93
102.79 97.52 455.78 50.79 83.25
-5.96 182.65 564.85 249.40 266.85
-7.63 185.87 544.40 249.20 267.76
113.53 112.72 489.39 51.52 101.32
113.88 111.19 491.05 49.82 98.96
-6.02 184.90 543.44 248.03 260.21
71.57 128.36 362.16 119.41 151.72
71.57 128.36 362.16 119.41 151.72
67.92 126.22 371.19 135.09 149.50
67.92 126.22 371.19 135.09 149.50
67.92 126.22 371.19 135.09 149.50
67.92 126.22 371.19 135.09 149.50
116.10 107.41 502.66 77.02 66.67
108.53 103.10 497.64 64.19 89.13
113.82 107.47 493.76 75.58 64.04
67.35 121.85 352.60 131.98 147.01
67.35 121.85 352.60 131.98 147.01
67.35 121.85 352.60 131.98 147.01
-8.45 181.52 555.80 249.96 265.03
-8.14 180.04 542.21 245.41 263.20
41.45 92.31 538.96 164.29 179.11
8.63 140.99 547.94 211.93 228.75
126.35 109.32 476.16 24.01 94.29
140.75 129.36 498.25 107.51 3.19
138.09 131.25 497.05 109.41 4.15
111.30 97.64 482.99 64.82 67.24
116.50 106.06 489.79 85.23 49.22
67.28 79.08 525.55 128.33 137.56
67.22 76.64 522.03 127.44 136.78
