-1466.25 -1130.60 -1374.75 -1373.31 -1220.91 -1428.47 -1630.79 -1538.15
-1561.85 -1336.45 -1677.85 -1580.93 -1401.77 -1947.41 -1500.05 -1662.24
-1562.37 -1337.11 -1678.55 -1579.86 -1398.08 -1948.29 -1503.47 -1655.14
-1397.19 -1425.03 -1491.48 -1428.66 -1225.23 -1563.45 -1410.23 -1469.91
-1397.19 -1425.03 -1491.48 -1428.66 -1225.23 -1563.45 -1410.23 -1469.91
-1397.19 -1425.03 -1491.48 -1428.66 -1225.23 -1563.45 -1410.23 -1469.91
-1531.02 -1167.46 -1419.39 -1428.43 -1245.84 -1479.96 -1618.91 -1580.74
-1752.34 -1274.57 -1568.68 -1551.03 -1332.01 -1633.00 -1622.86 -1704.76
-1630.57 -1252.00 -1547.26 -1547.03 -1341.46 -1613.79 -1681.23 -1717.23
-1161.81 -1002.77 -1105.08 -1107.00 -1021.28 -1168.83 -1225.41 -1423.56
-1294.15 -1062.06 -1257.21 -1246.29 -1160.24 -1309.66 -1287.99 -1657.99
-1672.00 -1267.56 -1566.85 -1575.49 -1358.31 -1656.09 -1724.82 -1727.11
-1811.26 -1256.03 -1536.46 -1538.71 -1339.64 -1611.87 -1565.72 -1685.77
-1446.41 -1286.53 -1563.40 -1467.26 -1302.34 -1823.54 -1469.95 -1533.62
-1653.13 -1222.76 -1420.37 -1414.94 -1209.42 -1495.02 -1527.92 -1551.83
-1814.07 -1271.82 -1555.54 -1563.01 -1339.54 -1640.99 -1577.90 -1713.51
-1600.80 -1225.21 -1424.96 -1412.57 -1193.70 -1485.75 -1536.93 -1542.72
-1812.54 -1261.53 -1552.78 -1550.93 -1342.91 -1629.98 -1578.76 -1709.40
-1674.95 -1278.66 -1589.69 -1584.26 -1354.36 -1669.80 -1686.83 -1730.91
-1511.95 -1335.60 -1617.57 -1522.02 -1344.07 -1879.69 -1508.38 -1616.23
-1510.30 -1190.41 -1462.35 -1418.56 -1261.31 -1535.63 -1485.93 -1870.08
-1565.67 -1328.91 -1671.77 -1565.50 -1381.24 -1935.36 -1521.42 -1655.86
-1585.22 -1481.66 -1680.25 -1613.68 -1387.37 -1776.12 -1527.44 -1669.68
-1585.22 -1481.66 -1680.25 -1613.68 -1387.37 -1776.12 -1527.44 -1669.68
-1585.22 -1481.66 -1680.25 -1613.68 -1387.37 -1776.12 -1527.44 -1669.68
-1429.76 -1299.47 -1550.72 -1460.85 -1281.57 -1793.80 -1457.85 -1510.00
-1255.04 -1171.04 -1442.53 -1311.65 -1116.91 -1446.83 -1283.23 -1302.45
-1256.00 -1174.79 -1445.33 -1311.59 -1118.78 -1453.83 -1287.71 -1307.31
-1263.82 -1169.72 -1441.86 -1306.51 -1115.08 -1446.50 -1289.73 -1307.38
-1556.99 -1334.18 -1784.34 -1595.10 -1403.42 -1765.79 -1509.57 -1658.69
-1536.44 -1278.26 -1575.01 -1860.84 -1340.07 -1630.74 -1489.70 -1578.54
-1561.59 -1333.89 -1783.86 -1594.71 -1395.05 -1777.17 -1508.04 -1664.38
-1818.90 -1288.50 -1587.13 -1589.20 -1349.06 -1665.31 -1608.20 -1738.40
-1564.67 -1177.56 -1438.44 -1435.73 -1294.73 -1511.30 -1639.49 -1624.35
-1655.82 -1263.48 -1565.30 -1570.94 -1353.20 -1660.45 -1711.52 -1719.84
-1538.72 -1279.90 -1577.29 -1862.35 -1341.90 -1633.60 -1492.13 -1581.36
-1520.07 -1194.20 -1465.56 -1421.64 -1265.00 -1545.37 -1487.03 -1876.47
-1515.54 -1191.44 -1456.05 -1415.25 -1259.23 -1533.06 -1474.22 -1871.75
-1522.36 -1315.31 -1639.03 -1541.30 -1362.19 -1941.23 -1479.78 -1634.43
-1527.30 -1322.59 -1648.56 -1545.52 -1372.25 -1944.96 -1489.76 -1639.01
-1508.98 -1311.81 -1635.70 -1532.88 -1365.17 -1927.97 -1467.53 -1621.04
-1530.65 -1324.00 -1652.70 -1554.35 -1371.77 -1953.79 -1492.29 -1645.16
-1560.65 -1338.72 -1790.11 -1599.94 -1400.69 -1779.96 -1518.23 -1665.93
-1616.85 -1374.37 -1758.74 -1662.96 -1424.31 -1816.59 -1539.86 -1687.99
-1061.91 -926.33 -1065.08 -1234.46 -904.14 -1092.83 -1161.32 -1118.49
-1805.30 -1248.09 -1526.89 -1531.79 -1331.31 -1598.72 -1560.31 -1674.70
-1312.30 -1054.53 -1274.80 -1259.78 -1181.67 -1341.74 -1283.71 -1689.51
-1446.15 -1219.76 -1516.67 -1452.47 -1651.64 -1594.59 -1418.90 -1563.28
-1446.15 -1219.76 -1516.67 -1452.47 -1651.64 -1594.59 -1418.90 -1563.28
-1443.23 -1218.20 -1514.08 -1449.44 -1650.81 -1591.00 -1414.81 -1559.63
-1443.23 -1218.20 -1514.08 -1449.44 -1650.81 -1591.00 -1414.81 -1559.63
-1515.15 -1298.22 -1596.87 -1509.05 -1344.38 -1873.19 -1471.54 -1603.24
-1446.59 -1310.29 -1550.60 -1472.21 -1303.22 -1805.05 -1472.77 -1524.03
-1462.66 -1208.29 -1510.58 -1484.31 -1605.21 -1569.26 -1426.42 -1551.39
-1462.66 -1208.29 -1510.58 -1484.31 -1605.21 -1569.26 -1426.42 -1551.39
-1455.58 -1196.89 -1388.18 -1398.26 -1206.03 -1460.11 -1710.49 -1542.62
-1573.15 -1339.88 -1788.86 -1600.70 -1400.19 -1780.54 -1521.81 -1668.87
-1531.54 -1280.69 -1592.75 -1810.65 -1336.80 -1641.98 -1463.07 -1581.94
