-1839.55 -1556.20 -1637.01
-2019.68 -1745.22 -1779.44
-1836.04 -1559.02 -1855.68
-1886.86 -1588.34 -1902.53
-1896.20 -1599.53 -1905.63
-1884.81 -1586.26 -1900.31
-1892.42 -1593.28 -1906.31
-1923.08 -1598.74 -1854.12
-1890.21 -1591.05 -1904.32
-1891.13 -1592.45 -1902.00
-2006.56 -1676.35 -1873.04
-1988.95 -1662.78 -1861.17
-2037.02 -1551.15 -1673.71
-2006.56 -1676.35 -1873.04
-1986.65 -1789.04 -1726.08
-1549.85 -1302.37 -1607.82
-1540.28 -1296.03 -1596.96
-1556.92 -1307.16 -1614.56
-1829.44 -1510.56 -1732.26
-1868.89 -1564.35 -1752.87
-1954.86 -1896.98 -1690.79
-1883.42 -1493.72 -1623.42
-1982.80 -1502.10 -1623.23
-1855.25 -1756.29 -1602.91
-1765.30 -1478.92 -1797.98
-1892.83 -1596.20 -1910.43
-1901.35 -1607.60 -1914.85
-1934.39 -1605.36 -1817.58
-1896.32 -1602.93 -1901.58
-1819.56 -2029.10 -1595.34
-1837.88 -2019.89 -1601.60
-1826.49 -2015.09 -1598.32
-1807.22 -2018.22 -1587.55
-1832.92 -2011.63 -1592.85
-1816.53 -2013.87 -1598.83
-1838.12 -2021.22 -1599.95
-1805.52 -2020.40 -1585.64
-1793.49 -1942.86 -1589.61
-2026.03 -1511.59 -1633.64
-2055.66 -1515.03 -1641.87
-2047.44 -1508.51 -1630.89
-1779.88 -1987.01 -1570.00
-1801.49 -1988.34 -1578.98
-1812.68 -2009.80 -1590.56
-2028.79 -1496.56 -1612.61
-1988.73 -1457.48 -1584.38
-1835.60 -2026.13 -1604.27
-2021.84 -1506.97 -1612.01
-1803.99 -1998.84 -1590.61
-1838.10 -2020.91 -1600.15
